Codice Letturista,Data Lettura,Ora Lettura,Latitude,Longitude,Accessibilità
MN0022,2024-12-07,13:00:00,45.1848877,10.838168,
MN0022,2024-07-19,12:06:00,45.1837956,10.8411072,
MN0022,2024-07-19,12:04:00,45.1833444,10.8401686,
MN0022,2024-07-19,10:16:00,45.1969684,10.8582503,
MN0022,2024-07-19,10:17:00,45.1969813,10.8581726,
MN0022,2024-07-19,10:15:00,45.1967118,10.8585669,
MN0525,2024-06-08,14:18:00,45.1654375,10.8372627,
MN0525,2024-05-08,10:46:00,45.159985,10.8388319,
MN0525,2024-06-08,14:49:00,45.1659735,10.8371174,
MN0525,2024-06-08,14:54:00,45.1658924,10.8375053,
MN0525,2024-02-08,10:01:00,45.1636494,10.8456973,
MN0525,2024-06-08,13:37:00,45.1666003,10.8414427,
MN0409,2024-07-20,09:31:00,45.1649126,10.8403206,
MN0409,2024-07-20,09:33:00,45.1648688,10.8402392,
MN0409,2024-07-20,07:56:00,45.16451,10.8404956,
MN0409,2024-07-20,07:56:00,45.1646492,10.840679,
MN0409,2024-07-20,07:57:00,45.1646289,10.8406038,
MN0409,2024-07-20,07:56:00,45.16451,10.8404956,
MN0525,2024-02-08,12:31:00,45.1628586,10.8465696,
MN0409,2024-07-20,07:55:00,45.1646492,10.840679,
MN0409,2024-07-20,09:34:00,45.1649064,10.8402986,
MN0409,2024-07-20,09:33:00,45.1648688,10.8402392,
MN0409,2024-07-20,07:57:00,45.164758,10.8406402,
MN0409,2024-07-20,07:58:00,45.164758,10.8406402,
MN0409,2024-07-20,07:58:00,45.164758,10.8406402,
MN0409,2024-07-20,09:34:00,45.1649064,10.8402986,
MN0525,2024-06-08,13:17:00,45.1671014,10.8424097,
MN0525,2024-06-08,10:45:00,45.1664951,10.8395877,
MN0525,2024-06-08,10:46:00,45.1662313,10.8395937,
MN0525,2024-07-19,17:11:00,45.1802828,10.9003376,
MN0525,2024-06-08,10:54:00,45.1658459,10.8391084,
MN0525,2024-06-08,13:29:00,45.1665756,10.841197,
MN0525,2024-06-08,13:33:00,45.1663212,10.8414608,
MN0525,2024-06-08,13:37:00,45.1665201,10.8413743,
MN0525,2024-06-08,13:27:00,45.1667338,10.8410435,
MN0525,2024-06-08,13:39:00,45.1666164,10.8411877,
MN0525,2024-06-08,13:16:00,45.1670764,10.8423932,
MN0525,2024-06-08,13:15:00,45.1670764,10.8423932,
MN0525,2024-06-08,13:14:00,45.1670702,10.8424379,
MN0525,2024-06-08,13:14:00,45.1670966,10.8424015,
MN0525,2024-05-08,11:25:00,45.1599679,10.8429557,
MN0525,2024-05-08,11:19:00,45.1597477,10.8436514,
MN0525,2024-05-08,11:26:00,45.1599679,10.8429557,
MN0525,2024-05-08,11:19:00,45.1597477,10.8436514,
MN0525,2024-05-08,09:53:00,45.1586509,10.8417793,
MN0525,2024-02-08,09:42:00,45.1642135,10.8458258,
MN0525,2024-02-08,10:08:00,45.1637568,10.8455257,
MN0525,2024-02-08,10:04:00,45.1636656,10.8458002,
MN0525,2024-02-08,09:50:00,45.1642509,10.8457131,
MN0525,2024-02-08,09:49:00,45.1642916,10.8454772,
MN0525,2024-02-08,09:59:00,45.1637627,10.8455134,
MN0005,2024-02-08,12:25:00,45.1676302,10.8368316,
MN0409,2024-07-19,08:18:00,45.180175,10.836365,
MN0409,2024-07-19,08:15:00,45.180329,10.8357876,
MN0005,2024-02-08,16:36:00,45.1674977,10.8370074,
MN0005,2024-02-08,12:06:00,45.1665861,10.8363085,
MN0005,2024-02-08,12:07:00,45.1665861,10.8363085,
MN0005,2024-02-08,16:31:00,45.167426,10.8375493,
MN0536,2024-07-19,12:26:00,45.152447,10.8733263,
MN0525,2024-07-08,08:51:00,45.173916,10.8712013,
MN0233,2024-02-08,14:34:00,45.1647645,10.8552942,
MN0409,2024-03-08,11:13:00,45.1725909,10.8400677,
MN0409,2024-02-08,15:37:00,45.1665081,10.8469395,
MN0005,2024-02-08,12:31:00,45.1669867,10.8363367,
MN0005,2024-02-08,16:44:00,45.1719087,10.8408617,
MN0005,2024-02-08,16:40:00,45.1671738,10.8369037,
MN0005,2024-02-08,12:13:00,45.1672156,10.8363342,
MN0005,2024-02-08,12:14:00,45.1672172,10.8363059,
MN0005,2024-02-08,12:14:00,45.1672156,10.8363342,
MN0005,2024-02-08,12:12:00,45.1672214,10.8363956,
MN0409,2024-07-19,09:21:00,45.1836202,10.8296809,
MN0409,2024-07-19,09:39:00,45.1829035,10.8298909,
MN0409,2024-07-19,09:48:00,45.1830965,10.8303695,
MN0409,2024-07-19,09:48:00,45.1830965,10.8303695,
MN0409,2024-07-19,09:53:00,45.1832436,10.8301196,
MN0409,2024-07-19,09:31:00,45.1838623,10.829172,
MN0525,2024-02-08,09:56:00,45.1637029,10.8458158,
MN0525,2024-05-08,09:46:00,45.1579597,10.841537,
MN0022,2024-07-19,10:39:00,45.185397,10.8386612,
MN0022,2024-07-19,10:37:00,45.1854073,10.8386942,
MN0022,2024-07-19,10:37:00,45.1854073,10.8386942,
MN0022,2024-07-19,10:41:00,45.185369,10.8385746,
MN0022,2024-07-19,10:39:00,45.185397,10.8386612,
MN0022,2024-03-08,09:05:00,45.1752247,10.8414301,
MN0022,2024-07-19,10:29:00,45.1850532,10.8385583,
MN0022,2024-07-19,10:29:00,45.1850532,10.8385583,
MN0022,2024-06-08,14:19:00,45.1703567,10.8377129,
MN0022,2024-06-08,15:21:00,45.1696225,10.8382382,
MN0005,2024-02-08,14:35:00,45.1773982,10.8340961,
MN0005,2024-02-08,14:32:00,45.1773803,10.8341658,
MN0005,2024-02-08,14:33:00,45.1773803,10.8341658,
MN0005,2024-02-08,14:12:00,45.1770085,10.8337231,
MN0525,2024-07-19,16:31:00,45.1563061,10.846829,
MN0409,2024-02-08,13:46:00,45.1759421,10.8368043,
MN0005,2024-02-08,15:35:00,45.1764579,10.8386443,
MN0005,2024-02-08,10:46:00,45.1836783,10.8524177,
MN0005,2024-02-08,13:19:00,45.1720503,10.8367848,
MN0005,2024-02-08,14:12:00,45.1770085,10.8337231,
MN0005,2024-02-08,14:37:00,45.1771429,10.8339131,
MN0005,2024-02-08,14:09:00,45.1770788,10.833739,
MN0005,2024-02-08,14:05:00,45.1774619,10.834105,
MN0022,2024-07-19,12:57:00,45.1533467,10.8617136,
MN0386,2024-02-08,14:25:00,45.1707631,10.8744485,
MN0386,2024-02-08,14:40:00,45.1683369,10.8519204,
MN0233,2024-02-08,12:26:00,45.1806606,10.8697145,
MN0525,2024-07-08,15:07:00,45.1710703,10.8734851,
MN0005,2024-02-08,08:35:00,45.1658918,10.8419132,
MN0022,2024-07-18,09:06:00,45.1733096,10.8752819,
MN0022,2024-07-20,08:36:00,45.165706,10.8347254,
MN0525,2024-05-08,10:46:00,45.1599853,10.8387984,
MN0022,2024-07-19,10:31:00,45.1886446,10.848393,
MN0409,2024-07-19,08:35:00,45.1815352,10.8338008,
MN0536,2024-07-19,13:30:00,45.1718315,10.8744935,
MN0536,2024-07-19,14:48:00,45.1670251,10.8752608,
MN0005,2024-02-08,12:20:00,45.1719087,10.8408617,
MN0022,2024-07-19,08:39:00,45.1820548,10.8694184,
MN0233,2024-02-08,15:36:00,45.1630697,10.8571412,
MN0022,2024-07-18,15:08:00,45.1777263,10.8406442,
MN0525,2024-02-08,12:23:00,45.1630652,10.8460348,
MN0022,2024-07-18,15:15:00,45.1777432,10.8406432,
MN0409,2024-07-20,08:25:00,45.1638273,10.8394694,
MN0386,2024-02-08,10:55:00,45.2024258,10.8366727,
MN0536,2024-07-19,14:20:00,45.1534975,10.874668,
MN0022,2024-07-18,10:10:00,45.1828079,10.8688051,
MN0409,2024-02-08,11:39:00,45.1850793,10.8283922,
MN0409,2024-02-08,16:15:00,45.1808698,10.8964319,
MN0005,2024-02-08,08:39:00,45.1679853,10.8382178,
MN0525,2024-07-19,11:15:00,45.1569734,10.848563,
MN0525,2024-07-08,08:37:00,45.1735638,10.8712303,
MN0536,2024-07-19,13:23:00,45.1740433,10.8729065,
MN0409,2024-03-08,12:37:00,45.1723082,10.8691403,
MN0386,2024-02-08,12:38:00,45.1824238,10.8983794,
MN0409,2024-02-08,11:00:00,45.185462,10.8287329,
MN0409,2024-02-08,11:22:00,45.1852603,10.8283951,
MN0409,2024-07-19,13:01:00,45.1860957,10.8335528,
MN0022,2024-07-18,08:46:00,45.1733442,10.8765078,
MN0525,2024-05-08,11:39:00,45.1601489,10.83848,
MN0525,2024-02-08,14:29:00,45.1619215,10.8457763,
MN0005,2024-02-08,09:32:00,45.1720846,10.8369092,
MN0536,2024-07-19,12:30:00,45.1527898,10.8738522,
MN0022,2024-07-20,08:36:00,45.1657356,10.8346294,
MN0022,2024-07-18,15:16:00,45.1778205,10.8407485,
MN0022,2024-07-18,15:16:00,45.1778205,10.8407485,
MN0525,2024-07-19,11:01:00,45.160641,10.8508344,
MN0525,2024-07-19,12:14:00,45.1564368,10.8513461,
MN0233,2024-02-08,16:20:00,45.1634685,10.8562874,
MN0233,2024-02-08,16:20:00,45.1634685,10.8562874,
MN0525,2024-05-08,15:42:00,45.1616272,10.8431931,
MN0233,2024-02-08,12:20:00,45.1808425,10.8700236,
MN0022,2024-07-19,08:39:00,45.182229,10.8694849,
MN0409,2024-07-19,16:06:00,45.17904,10.8978579,
MN0022,2024-07-19,07:56:00,45.1782395,10.8414905,
MN0409,2024-02-08,11:09:00,45.1850843,10.8283841,
MN0409,2024-02-08,11:04:00,45.1851552,10.8283861,
MN0022,2024-07-20,08:26:00,45.1653582,10.8348993,
MN0022,2024-03-08,08:02:00,45.1749254,10.8390952,
MN0022,2024-03-08,08:04:00,45.1736553,10.8411577,
MN0005,2024-05-08,15:18:00,45.1705412,10.8410614,
MN0005,2024-05-08,15:30:00,45.1702974,10.8407853,
MN0005,2024-05-08,14:48:00,45.1695727,10.8378207,
MN0409,2024-02-08,16:02:00,45.1806546,10.8969114,
MN0525,2024-07-19,13:17:00,45.1418449,10.8614009,
MN0525,2024-07-19,13:43:00,45.1517296,10.8704947,
MN0525,2024-07-19,14:15:00,45.1521412,10.8712136,
MN0525,2024-07-19,14:12:00,45.1526943,10.870945,
MN0022,2024-07-19,13:08:00,45.1535192,10.8736624,
MN0536,2024-07-19,14:16:00,45.1534685,10.8745741,
MN0525,2024-07-19,11:55:00,45.1556714,10.8503112,
MN0022,2024-07-19,09:05:00,45.174773,10.8736377,
MN0386,2024-06-08,15:30:00,45.1682911,10.8380735,
MN0525,2024-07-19,13:48:00,45.1519277,10.8704139,
MN0233,2024-02-08,11:03:00,45.1810997,10.8973172,
MN0005,2024-05-08,15:31:00,45.1702699,10.8406932,
MN0005,2024-05-08,15:32:00,45.1703275,10.840739,
MN0005,2024-05-08,15:27:00,45.1703367,10.8407553,
MN0005,2024-05-08,14:44:00,45.1689548,10.8377963,
MN0005,2024-05-08,15:48:00,45.1691622,10.8384547,
MN0005,2024-05-08,14:57:00,45.1694927,10.8389725,
MN0005,2024-05-08,15:51:00,45.1691326,10.8383361,
MN0005,2024-05-08,15:43:00,45.1695294,10.8391187,
MN0005,2024-05-08,15:01:00,45.1695835,10.8394097,
MN0005,2024-05-08,15:37:00,45.1700381,10.8398298,
MN0005,2024-05-08,15:04:00,45.1698065,10.8395627,
MN0005,2024-05-08,15:04:00,45.1698065,10.8395627,
MN0005,2024-05-08,15:08:00,45.1700698,10.8398711,
MN0525,2024-07-19,16:32:00,45.1562703,10.8467851,
MN0525,2024-07-08,11:02:00,45.1717626,10.8712566,
MN0005,2024-05-08,15:21:00,45.1707343,10.8411016,
MN0005,2024-05-08,14:54:00,45.1692062,10.8385027,
MN0005,2024-02-08,15:06:00,45.1775498,10.8382365,
MN0005,2024-05-08,15:24:00,45.1706841,10.840946,
MN0005,2024-05-08,15:19:00,45.1705873,10.8410041,
MN0525,2024-07-19,16:23:00,45.1559763,10.8472567,
MN0525,2024-07-19,13:19:00,45.1514576,10.8701397,
MN0525,2024-07-19,13:22:00,45.1512789,10.8704693,
MN0022,2024-07-20,08:33:00,45.1657028,10.834744,
MN0525,2024-07-19,13:26:00,45.1512147,10.8709076,
MN0525,2024-07-19,14:05:00,45.152666,10.871602,
MN0525,2024-07-19,14:28:00,45.1521565,10.871275,
MN0525,2024-07-19,14:21:00,45.1516991,10.8704342,
MN0536,2024-07-19,12:43:00,45.1525864,10.8729132,
MN0536,2024-07-19,12:46:00,45.1518634,10.8729917,
MN0022,2024-07-19,13:03:00,45.1539099,10.8731037,
MN0022,2024-07-19,13:05:00,45.1537069,10.8732583,
MN0233,2024-09-08,10:45:00,45.1795107,10.8950096,
MN0233,2024-02-08,14:30:00,45.1655697,10.8549682,
MN0005,2024-02-08,15:48:00,45.1765806,10.8386944,
MN0409,2024-02-08,16:30:00,45.1810292,10.8978834,
MN0005,2024-02-08,15:50:00,45.1768974,10.8396176,
MN0005,2024-02-08,16:02:00,45.1770334,10.838571,
MN0022,2024-07-19,11:32:00,45.1845627,10.8310882,
MN0022,2024-07-19,11:34:00,45.1844176,10.8312402,
MN0022,2024-07-19,11:33:00,45.1846507,10.8310179,
MN0022,2024-07-19,11:32:00,45.1845627,10.8310882,
MN0022,2024-07-19,11:42:00,45.1841594,10.8317527,
MN0022,2024-07-19,11:36:00,45.1844022,10.8311559,
MN0022,2024-07-19,11:36:00,45.1844051,10.8311994,
MN0022,2024-07-19,11:36:00,45.1844051,10.8311994,
MN0022,2024-07-19,11:38:00,45.1844263,10.831173,
MN0022,2024-07-19,11:33:00,45.1845,10.8311806,
MN0005,2024-02-08,15:46:00,45.176732,10.8394522,
MN0005,2024-02-08,16:01:00,45.1770334,10.838571,
MN0005,2024-02-08,15:58:00,45.1770157,10.8385884,
MN0022,2024-07-20,11:18:00,45.1803799,10.8994267,
MN0005,2024-02-08,16:00:00,45.1770334,10.838571,
MN0005,2024-02-08,15:59:00,45.1770575,10.8385779,
MN0022,2024-03-08,08:25:00,45.1752549,10.841037,
MN0022,2024-07-20,10:48:00,45.1644386,10.8375725,
MN0536,2024-07-19,11:44:00,45.1507487,10.8734299,
MN0525,2024-07-08,14:51:00,45.1712488,10.8737045,
MN0386,2024-02-08,13:18:00,45.1710112,10.8742119,
MN0386,2024-02-08,13:09:00,45.1712498,10.8745055,
MN0005,2024-02-08,11:45:00,45.1672975,10.8380463,
MN0022,2024-07-20,10:31:00,45.1655267,10.839422,
MN0022,2024-07-20,08:37:00,45.1656791,10.8347615,
MN0525,2024-06-08,08:38:00,45.1669784,10.8459451,
MN0022,2024-07-18,08:50:00,45.173609,10.8759733,
MN0233,2024-05-08,16:16:00,45.1686937,10.842269,
MN0525,2024-06-08,11:22:00,45.16416,10.8352846,
MN0022,2024-07-19,11:20:00,45.183177,10.8320957,
MN0386,2024-02-08,14:43:00,45.1682541,10.8517662,
MN0005,2024-02-08,16:58:00,45.1803916,10.8952047,
MN0525,2024-05-08,16:06:00,45.1620422,10.842874,
MN0525,2024-06-08,16:41:00,45.1749446,10.8431769,
MN0525,2024-06-08,17:02:00,45.1757056,10.8420844,
MN0525,2024-06-08,16:42:00,45.174929,10.8432892,
MN0525,2024-06-08,16:40:00,45.1749446,10.8431769,
MN0525,2024-06-08,16:56:00,45.175582,10.8422457,
MN0525,2024-06-08,16:55:00,45.1754247,10.8423243,
MN0525,2024-06-08,17:02:00,45.1757056,10.8420844,
MN0005,2024-02-08,15:57:00,45.1770907,10.8385416,
MN0005,2024-02-08,15:52:00,45.1771723,10.8390865,
MN0005,2024-02-08,12:22:00,45.167665,10.8368421,
MN0525,2024-07-19,09:47:00,45.1655284,10.8443156,
MN0233,2024-02-08,11:34:00,45.1804138,10.8971202,
MN0386,2024-02-08,12:37:00,45.1822625,10.8983601,
MN0525,2024-07-08,12:09:00,45.1692707,10.873405,
MN0536,2024-07-19,15:31:00,45.162289,10.8482215,
MN0536,2024-07-19,15:31:00,45.1619953,10.8473338,
MN0536,2024-07-19,15:32:00,45.1622669,10.8481774,
MN0022,2024-07-18,15:11:00,45.1778555,10.8408884,
MN0409,2024-03-08,09:50:00,45.1733243,10.8396591,
MN0022,2024-07-19,10:44:00,45.1846439,10.8398731,
MN0022,2024-07-20,10:50:00,45.1644596,10.8372378,
MN0409,2024-07-19,16:10:00,45.178992,10.8978284,
MN0005,2024-02-08,15:54:00,45.1771723,10.8390865,
MN0005,2024-02-08,15:38:00,45.1765733,10.8385351,
MN0005,2024-02-08,15:41:00,45.1766363,10.8386254,
MN0005,2024-02-08,15:43:00,45.1766419,10.8393662,
MN0022,2024-07-19,10:50:00,45.1840207,10.8402632,
MN0022,2024-07-19,10:48:00,45.1840207,10.8402632,
MN0022,2024-07-19,10:50:00,45.1840093,10.8403136,
MN0005,2024-02-08,13:28:00,45.1756571,10.8372832,
MN0005,2024-02-08,13:27:00,45.1757191,10.8373068,
MN0005,2024-02-08,13:28:00,45.175638,10.8373233,
MN0005,2024-02-08,13:32:00,45.1754565,10.837175,
MN0005,2024-02-08,13:32:00,45.1754565,10.837175,
MN0005,2024-02-08,13:33:00,45.1754565,10.837175,
MN0005,2024-02-08,13:52:00,45.1754674,10.8371749,
MN0005,2024-02-08,13:37:00,45.1752422,10.8368228,
MN0022,2024-07-18,12:05:00,45.1774281,10.8400579,
MN0022,2024-07-19,11:35:00,45.1844252,10.8311734,
MN0022,2024-07-19,11:33:00,45.1845,10.8311806,
MN0525,2024-07-08,10:56:00,45.1719432,10.8705047,
MN0409,2024-07-19,16:10:00,45.1789763,10.8977135,
MN0233,2024-02-08,13:31:00,45.1706751,10.8721361,
MN0536,2024-07-19,11:50:00,45.1510047,10.8736919,
MN0536,2024-07-19,12:50:00,45.1488689,10.8701881,
MN0525,2024-07-19,15:38:00,45.1538417,10.8727896,
MN0022,2024-07-18,10:04:00,45.1742068,10.8693488,
MN0386,2024-02-08,12:16:00,45.1823215,10.8981515,
MN0525,2024-06-08,15:54:00,45.1753809,10.8422918,
MN0525,2024-06-08,16:41:00,45.174929,10.8432892,
MN0022,2024-07-19,07:58:00,45.1785025,10.8419716,
MN0525,2024-06-08,16:42:00,45.1749317,10.8432529,
MN0525,2024-06-08,16:43:00,45.1749381,10.8432027,
MN0525,2024-06-08,16:43:00,45.1749381,10.8432027,
MN0525,2024-06-08,16:55:00,45.1754247,10.8423243,
MN0386,2024-05-08,15:14:00,45.1745714,10.8434717,
MN0525,2024-06-08,16:57:00,45.175582,10.8422457,
MN0525,2024-06-08,16:11:00,45.1748412,10.8429701,
MN0386,2024-05-08,14:15:00,45.1762222,10.8417228,
MN0525,2024-06-08,17:04:00,45.1756865,10.8419275,
MN0525,2024-06-08,16:07:00,45.1749193,10.8428323,
MN0525,2024-06-08,16:05:00,45.1751014,10.8425593,
MN0525,2024-06-08,17:05:00,45.1757215,10.841942,
MN0525,2024-06-08,16:02:00,45.1752427,10.842421,
MN0525,2024-06-08,17:07:00,45.1758714,10.8415826,
MN0525,2024-06-08,15:55:00,45.1753386,10.8422624,
MN0525,2024-06-08,15:56:00,45.1754317,10.8423159,
MN0525,2024-06-08,15:56:00,45.1753647,10.8422307,
MN0525,2024-06-08,12:16:00,45.1721921,10.8687535,
MN0525,2024-06-08,15:57:00,45.1754447,10.8423785,
MN0525,2024-06-08,15:55:00,45.1753386,10.8422624,
MN0525,2024-06-08,15:57:00,45.1754317,10.8423159,
MN0233,2024-09-08,12:18:00,45.1668087,10.8445644,
MN0525,2024-06-08,12:13:00,45.1723369,10.8687962,
MN0233,2024-09-08,12:20:00,45.1667912,10.8446278,
MN0233,2024-09-08,12:21:00,45.1666625,10.8447186,
MN0233,2024-09-08,12:23:00,45.166622,10.8447279,
MN0022,2024-07-19,11:36:00,45.1844051,10.8311994,
MN0525,2024-07-08,14:21:00,45.1706163,10.8732923,
MN0525,2024-05-08,17:06:00,45.18079,10.895525,
MN0525,2024-07-19,11:42:00,45.1523,10.8572105,
MN0022,2024-07-20,08:30:00,45.1653582,10.8348993,
MN0525,2024-07-19,12:02:00,45.1554998,10.8506172,
MN0022,2024-06-08,15:19:00,45.1695049,10.8377458,
MN0022,2024-07-19,12:00:00,45.1831161,10.83898,
MN0022,2024-07-19,11:50:00,45.1835894,10.8391743,
MN0022,2024-07-19,11:56:00,45.1829941,10.8396818,
MN0022,2024-07-19,11:06:00,45.1845021,10.8377251,
MN0233,2024-02-08,08:52:00,45.1776796,10.8516522,
MN0022,2024-07-19,11:07:00,45.1842988,10.8375874,
MN0022,2024-07-19,12:01:00,45.1831663,10.8396225,
MN0022,2024-07-19,11:57:00,45.1828028,10.8396267,
MN0022,2024-07-19,11:10:00,45.1845664,10.8377405,
MN0022,2024-07-19,11:10:00,45.1842226,10.8376658,
MN0022,2024-07-19,11:09:00,45.1844484,10.837738,
MN0022,2024-07-19,11:09:00,45.1844484,10.837738,
MN0022,2024-07-19,11:53:00,45.1827407,10.8394886,
MN0005,2024-02-08,16:00:00,45.1770334,10.838571,
MN0005,2024-02-08,13:13:00,45.17228,10.8367074,
MN0005,2024-02-08,13:20:00,45.1720169,10.8367415,
MN0005,2024-02-08,13:13:00,45.17228,10.8367074,
MN0005,2024-02-08,13:03:00,45.1725415,10.8366842,
MN0005,2024-02-08,13:03:00,45.1725287,10.8367027,
MN0005,2024-02-08,13:18:00,45.1721574,10.8366824,
MN0005,2024-02-08,13:17:00,45.172171,10.8365822,
MN0409,2024-07-19,13:40:00,45.1832533,10.8308714,
MN0409,2024-07-19,12:39:00,45.1833667,10.8311161,
MN0409,2024-07-19,13:37:00,45.1836354,10.8312108,
MN0409,2024-07-19,12:45:00,45.1836296,10.8312144,
MN0022,2024-12-07,14:18:00,45.1808665,10.8359194,
MN0409,2024-05-08,15:49:00,45.170007,10.8395679,
MN0525,2024-05-08,15:27:00,45.1614934,10.842397,
MN0525,2024-05-08,15:17:00,45.1616664,10.8419263,
MN0525,2024-07-08,11:14:00,45.1729908,10.8700479,
MN0022,2024-07-19,07:59:00,45.1784596,10.8420636,
MN0536,2024-07-19,13:01:00,45.1468924,10.8704223,
MN0022,2024-12-07,07:58:00,45.1835033,10.8335297,
MN0005,2024-02-08,09:04:00,45.1694988,10.8373231,
MN0022,2024-07-18,08:37:00,45.1727566,10.8782769,
MN0022,2024-07-18,11:25:00,45.1786243,10.8377491,
MN0022,2024-07-18,10:23:00,45.1980741,10.8585751,
MN0233,2024-09-08,12:00:00,45.165549,10.8467756,
MN0233,2024-09-08,12:13:00,45.1662395,10.8447499,
MN0233,2024-09-08,12:01:00,45.1655787,10.8467633,
MN0409,2024-07-31,16:15:00,45.1668746,10.8453358,
MN0233,2024-09-08,12:07:00,45.1660295,10.8404744,
MN0409,2024-07-31,16:29:00,45.1646342,10.8469914,
MN0233,2024-02-08,10:26:00,45.1715416,10.8700935,
MN0233,2024-09-08,11:53:00,45.1667985,10.8451472,
MN0005,2024-02-08,13:10:00,45.1723679,10.8368171,
MN0005,2024-02-08,13:05:00,45.1725227,10.8366973,
MN0005,2024-02-08,13:22:00,45.1721479,10.8366449,
MN0005,2024-02-08,13:18:00,45.1720503,10.8367848,
MN0233,2024-09-08,12:15:00,45.1668376,10.8443416,
MN0525,2024-06-08,16:48:00,45.1752756,10.8426285,
MN0525,2024-06-08,17:10:00,45.1753811,10.8423466,
MN0525,2024-07-08,08:12:00,45.1730735,10.8733525,
MN0525,2024-06-08,16:45:00,45.1750016,10.8428209,
MN0525,2024-06-08,16:48:00,45.1751946,10.842789,
MN0233,2024-09-08,09:36:00,45.1785738,10.895436,
MN0525,2024-07-08,08:00:00,45.1733561,10.8694713,
MN0525,2024-07-08,08:38:00,45.1735798,10.8711114,
MN0525,2024-07-08,09:19:00,45.1747051,10.8706646,
MN0005,2024-02-08,15:45:00,45.1767086,10.8391485,
MN0525,2024-06-08,17:07:00,45.1759496,10.8414318,
MN0525,2024-06-08,16:47:00,45.1751429,10.8428617,
MN0525,2024-06-08,16:46:00,45.1752516,10.8429459,
MN0525,2024-06-08,16:29:00,45.1743108,10.8437574,
MN0525,2024-06-08,15:51:00,45.1756924,10.8419917,
MN0525,2024-06-08,16:30:00,45.1745956,10.8435093,
MN0525,2024-06-08,15:52:00,45.1756838,10.8419684,
MN0525,2024-06-08,15:50:00,45.1758201,10.841675,
MN0525,2024-06-08,15:49:00,45.1758253,10.8417294,
MN0525,2024-06-08,17:13:00,45.1759603,10.8416713,
MN0233,2024-09-08,12:16:00,45.1668561,10.8443918,
MN0005,2024-02-08,16:03:00,45.1767035,10.838591,
MN0005,2024-02-08,15:58:00,45.1770157,10.8385884,
MN0005,2024-02-08,15:18:00,45.1761076,10.837968,
MN0409,2024-07-19,13:35:00,45.1836177,10.8313614,
MN0409,2024-07-19,13:02:00,45.1860843,10.8335768,
MN0409,2024-07-19,12:48:00,45.1841697,10.8314487,
MN0409,2024-07-19,13:01:00,45.1860957,10.8335528,
MN0022,2024-07-19,08:06:00,45.1779652,10.8416773,
MN0022,2024-07-19,08:08:00,45.1778544,10.8417428,
MN0022,2024-07-20,11:20:00,45.180406,10.8994203,
MN0022,2024-07-19,08:07:00,45.1779168,10.8417372,
MN0022,2024-07-19,08:09:00,45.1778669,10.8417981,
MN0022,2024-07-19,08:04:00,45.1784459,10.8419393,
MN0022,2024-07-19,08:01:00,45.1786478,10.8421305,
MN0005,2024-02-08,16:27:00,45.1755298,10.837508,
MN0022,2024-07-19,09:55:00,45.1710985,10.8713959,
MN0005,2024-02-08,16:20:00,45.1757539,10.8378253,
MN0005,2024-02-08,15:25:00,45.1757021,10.8378348,
MN0005,2024-02-08,16:19:00,45.1761168,10.8379322,
MN0409,2024-02-08,12:33:00,45.1781971,10.8347866,
MN0409,2024-02-08,12:17:00,45.1790096,10.8347981,
MN0386,2024-02-08,13:13:00,45.1714052,10.8746171,
MN0022,2024-07-18,15:15:00,45.1777432,10.8406432,
MN0525,2024-07-19,13:34:00,45.1508467,10.8717629,
MN0022,2024-07-18,15:08:00,45.1777263,10.8406442,
MN0022,2024-03-08,09:12:00,45.1752832,10.8418269,
MN0022,2024-07-19,11:03:00,45.1835847,10.8368612,
MN0409,2024-03-08,10:45:00,45.1741275,10.8430971,
MN0409,2024-02-08,12:25:00,45.1781845,10.8347874,
MN0022,2024-07-19,10:56:00,45.1836987,10.8398368,
MN0022,2024-07-19,11:00:00,45.1839158,10.8388439,
MN0525,2024-07-08,11:40:00,45.1695778,10.8733635,
MN0525,2024-07-08,13:29:00,45.1728899,10.8734935,
MN0022,2024-07-19,11:04:00,45.1841909,10.8383251,
MN0022,2024-07-18,15:09:00,45.1777963,10.8407962,
MN0409,2024-02-08,11:01:00,45.185462,10.8287329,
MN0525,2024-06-08,16:14:00,45.1747059,10.8431168,
MN0022,2024-03-08,08:01:00,45.1749254,10.8390952,
MN0409,2024-07-19,13:59:00,45.1835045,10.8303391,
MN0409,2024-07-19,14:01:00,45.1906773,10.848799,
MN0409,2024-07-19,14:03:00,45.1842933,10.8309951,
MN0409,2024-07-19,14:04:00,45.1843072,10.8309208,
MN0409,2024-07-19,14:06:00,45.1839446,10.8303397,
MN0409,2024-07-19,14:09:00,45.1842274,10.8299108,
MN0409,2024-07-19,14:17:00,45.1842365,10.8299539,
MN0409,2024-07-19,14:19:00,45.1844601,10.829963,
MN0409,2024-07-19,14:14:00,45.1844352,10.8297159,
MN0409,2024-07-19,14:12:00,45.1843014,10.8295385,
MN0409,2024-07-19,14:21:00,45.1842257,10.8298821,
MN0022,2024-03-08,08:01:00,45.1749254,10.8390952,
MN0022,2024-03-08,07:59:00,45.1748519,10.838998,
MN0022,2024-03-08,07:55:00,45.174918,10.839084,
MN0022,2024-03-08,07:55:00,45.1748623,10.8389875,
MN0022,2024-03-08,07:56:00,45.174918,10.839084,
MN0022,2024-03-08,07:56:00,45.174918,10.839084,
